year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh344075,ca,44.0,38170.0,gray,beige,enterprise vehicle exchange/orange,11350.0,11600.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm712482,ca,44.0,23156.0,white,black,nissan infiniti lt,23100.0,23000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac8dh687043,ca,28.0,32387.0,silver,gray,skyhigh remarketing inc,12400.0,9750.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh745416,ca,42.0,40593.0,white,beige,enterprise veh exchange/rental,11900.0,12000.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek9dm921386,ca,48.0,13661.0,gray,black,nissan infiniti lt,26100.0,26500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm301100,ca,45.0,21557.0,white,black,nissan infiniti lt,23100.0,25250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm712058,ca,38.0,20067.0,gray,black,nissan infiniti lt,23300.0,24000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ab6dh539798,ca,39.0,45991.0,gray,gray,hyundai motor america/co car,15750.0,17200.0,Tue Feb 17 2015 04:00:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ekxdm921560,ca,42.0,22354.0,gray,black,nissan infiniti lt,24900.0,25000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd2du221961,ca,46.0,20952.0,silver,black,hyundai motor america/co car,18650.0,22200.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzu3laxdg105372,ca,46.0,15758.0,gray,black,hyundai motor america/co car,21600.0,21400.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac0dh721038,ca,37.0,37154.0,black,gray,hyundai motor finance,12400.0,12100.0,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae4du797598,ca,24.0,35963.0,black,gray,hyundai motor finance,11500.0,11500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm714069,ca,44.0,28920.0,blue,gray,nissan infiniti lt,22200.0,23250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd0du214801,ca,3.0,19893.0,white,beige,remarketing by ge/film vehicle services,18800.0,22500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae8dh375848,ca,38.0,38594.0,gray,gray,avis corporation,11350.0,11800.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae9dh243696,ca,44.0,19035.0,gray,gray,hyundai motor america/co car,12500.0,12600.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek5dm900664,ca,44.0,16605.0,black,black,nissan infiniti lt,25700.0,25500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm713509,ca,38.0,28127.0,silver,black,nissan infiniti lt,22300.0,21500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzwdla5dg083054,ca,45.0,14076.0,gray,black,hyundai motor america/co car,19800.0,25500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra Coupe,GS,Elantra Coupe,automatic,kmhdh6ae8du017422,ca,1.0,999999.0,blue,gray,hyundai motor finance,8025.0,2500.0,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm717651,ca,44.0,17916.0,blue,black,nissan infiniti lt,23800.0,24750.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae1dh345719,ca,46.0,42006.0,gray,beige,enterprise veh exchange/rental,11150.0,11300.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Hyundai,Equus,Ultimate,Sedan,automatic,kmhgh4jh5du065956,ca,41.0,7755.0,black,black,hyundai motor america/co car,35500.0,36000.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae7dh339679,ca,49.0,41481.0,silver,gray,avis rac/san leandro,11150.0,11500.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6dm715699,ca,39.0,22828.0,black,black,nissan infiniti lt,22900.0,24500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Base,Sedan,,kmhec4a4xda096513,ca,48.0,1111.0,silver,gray,hyundai motor america/co car,15550.0,15800.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714281,ca,42.0,19729.0,—,black,nissan infiniti lt,23300.0,24500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Accent,SE,Hatchback,automatic,kmhcu5ae3du079747,ca,46.0,27387.0,silver,black,hyundai motor america/co car,9950.0,11400.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm716121,ca,39.0,23097.0,white,black,nissan infiniti lt,22900.0,21250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm714760,ca,45.0,9373.0,black,black,nissan infiniti lt,24900.0,26250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm720571,ca,49.0,15802.0,silver,black,nissan infiniti lt,23800.0,25000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm301475,ca,45.0,27333.0,black,black,nissan infiniti lt,22400.0,24500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a46da093060,ca,49.0,8495.0,white,beige,hyundai motor america/co car,15500.0,16100.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4acxdh740633,ca,43.0,22033.0,silver,gray,hyundai motor finance,13050.0,13700.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm711625,ca,44.0,20263.0,black,black,nissan infiniti lt,23200.0,26000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm716758,ca,42.0,28694.0,black,black,nissan infiniti lt,22200.0,21500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm300670,ca,44.0,30464.0,gray,black,nissan infiniti lt,22000.0,24000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714264,ca,46.0,10610.0,white,gray,nissan infiniti lt,24400.0,23500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae3dh364790,ca,,25447.0,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,12150.0,7500.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae2dh264292,ca,31.0,13505.0,red,tan,hyundai motor america/co car,14550.0,13800.0,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm719922,ca,44.0,19573.0,white,gray,nissan infiniti lt,23300.0,22000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Veloster,Base,Hatchback,automatic,kmhtc6ad7du089181,ca,48.0,27532.0,yellow,black,hyundai buybacks,13100.0,11300.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae7dh345708,ca,2.0,33158.0,gray,beige,enterprise vehicle exchange / tra / rental / tulsa,11650.0,9400.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac6dh743092,ca,44.0,36991.0,white,beige,avis rac/san leandro,12100.0,13400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac2dh745910,ca,2.0,35518.0,red,beige,enterprise vehicle exchange / tra / rental / tulsa,12200.0,10700.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Santa Fe,Limited,SUV,automatic,km8sr4hf1du031590,ca,5.0,15160.0,blue,gray,hyundai buybacks,23100.0,22200.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6dm712365,ca,37.0,20202.0,black,black,nissan infiniti lt,23200.0,21750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Genesis Coupe,3.8 Track,Genesis Coupe,automatic,kmhhu6kj0du110296,ca,48.0,12730.0,red,black,hyundai motor america/co car,21400.0,23000.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a48da091908,ca,47.0,11798.0,black,gray,hyundai motor america/co car,18650.0,18400.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Santa Fe,Sport,SUV,automatic,5xyztdlb2dg045704,ca,43.0,41783.0,green,beige,avis rac/san leandro,17600.0,17400.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Genesis,5.0 R-Spec,Sedan,automatic,kmhgc4dh6du220492,ca,44.0,35995.0,silver,black,hyundai motor america/co car,25900.0,27200.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm711210,ca,46.0,17541.0,white,gray,nissan infiniti lt,23600.0,24750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7dh680813,ca,38.0,40322.0,silver,gray,avis corporation,11900.0,12300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7dh636875,ca,38.0,47516.0,black,beige,hyundai motor finance,11850.0,11700.0,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2013,Hyundai,Accent,GS,Hatchback,manual,kmhct5ae8du091850,ca,47.0,15813.0,green,black,jpmorgan chase bank n.a.,10500.0,9500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm711549,ca,42.0,23470.0,black,black,nissan infiniti lt,22800.0,24500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm710234,ca,43.0,29782.0,gray,black,nissan infiniti lt,22100.0,21500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm710394,ca,39.0,10993.0,blue,black,nissan infiniti lt,24400.0,24250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm710365,ca,45.0,18921.0,gray,black,nissan infiniti lt,23400.0,21750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Tucson,Limited,SUV,automatic,km8ju3ac6du590752,ca,44.0,32413.0,white,beige,hyundai motor america/co car,16150.0,17500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a46da099621,ca,5.0,20.0,silver,gray,hyundai motor america/co car,20300.0,19900.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0dm712653,ca,44.0,32437.0,white,black,nissan infiniti lt,22000.0,20500.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae5dh363852,ca,35.0,38388.0,gray,gray,enterprise vehicle exchange/orange,11350.0,11700.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4aexdu731797,ca,4.0,21579.0,black,gray,hyundai motor finance,12350.0,12600.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxdm714880,ca,41.0,17672.0,black,black,nissan infiniti lt,23500.0,21500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a40da092843,ca,45.0,13162.0,black,gray,hyundai motor america/co car,18450.0,18600.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek2dm922699,ca,41.0,13002.0,—,black,nissan infiniti lt,26100.0,26500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm713554,ca,37.0,16486.0,black,black,nissan infiniti lt,23700.0,24000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm713250,ca,43.0,11596.0,white,black,nissan infiniti lt,24300.0,26000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7dm716733,ca,42.0,16153.0,blue,black,nissan infiniti lt,23700.0,24000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm712607,ca,44.0,9785.0,blue,black,nissan infiniti lt,24500.0,23000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae7dh225536,ca,37.0,13871.0,white,black,hyundai motor america/co car,15100.0,15900.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek5dm920784,ca,36.0,26843.0,gray,black,nissan infiniti lt,24400.0,24250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek5dm920672,ca,37.0,18548.0,gray,black,nissan infiniti lt,25400.0,25000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm711334,ca,42.0,25016.0,white,black,nissan infiniti lt,22700.0,24750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd7du226203,ca,43.0,11041.0,black,beige,hyundai motor finance,19800.0,12500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4dm714969,ca,44.0,9535.0,black,black,nissan infiniti lt,24500.0,25000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4acxdh745962,ca,25.0,40045.0,white,beige,avis corporation,11900.0,12300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm714417,ca,45.0,23481.0,white,black,nissan infiniti lt,22800.0,25750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac3dh734477,ca,33.0,37499.0,blue,gray,avis corporation,12050.0,12400.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm715803,ca,43.0,13273.0,gray,gray,nissan infiniti lt,24100.0,25750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac1dh733036,ca,3.0,37060.0,blue,gray,enterprise vehicle exchange / tra / rental / tulsa,12350.0,10100.0,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzu3la5dg079070,ca,5.0,66.0,silver,black,hyundai motor america/co car,23100.0,20800.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae4du422188,ca,2.0,35828.0,gold,beige,enterprise vehicle exchange / tra / rental / tulsa,9600.0,6700.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2dm714338,ca,42.0,20408.0,gray,black,nissan infiniti lt,23500.0,24000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7dh549834,ca,39.0,36564.0,—,beige,hyundai motor finance,12450.0,12400.0,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm712593,ca,44.0,16833.0,gray,black,nissan infiniti lt,23600.0,24750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae5dh323156,ca,36.0,40079.0,silver,—,enterprise veh exchange/rental,11250.0,11300.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek0dm921180,ca,45.0,16219.0,gray,black,nissan infiniti lt,25700.0,26500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm713666,ca,42.0,20070.0,gray,black,nissan infiniti lt,23300.0,22000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm712825,ca,39.0,13632.0,gray,gray,nissan infiniti lt,24000.0,22000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek2dm923402,ca,39.0,6802.0,white,black,nissan infiniti lt,26900.0,23250.0,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2dm712928,ca,42.0,20432.0,white,black,nissan infiniti lt,23200.0,24250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4aexdh303629,ca,1.0,24120.0,brown,beige,hyundai motor finance,11950.0,5200.0,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm300447,ca,47.0,17203.0,—,beige,nissan infiniti lt,23900.0,24750.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,SE,Sedan,automatic,5npec4ac9dh600084,ca,48.0,10241.0,blue,gray,hyundai motor america/co car,15100.0,16900.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4aexdh317398,ca,1.0,41710.0,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,11150.0,7700.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh648748,ca,39.0,25895.0,white,beige,jpmorgan chase bank n.a.,12850.0,12900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Rubicon,SUV,manual,1c4bjwfg4dl585036,ca,47.0,9153.0,red,gray,clear view systems,34300.0,35250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad1d5057809,ca,44.0,16045.0,white,beige,kia motors america  inc,16000.0,16800.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap3dn535427,ca,36.0,37136.0,red,beige,avis corporation,12900.0,13800.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db2da502214,ca,36.0,4811.0,black,black,mercedes-benz financial services,55100.0,45500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap4dn454940,ca,32.0,62381.0,black,black,the hertz corporation,11700.0,11900.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,automatic,jthbe1bl9d5002103,ca,36.0,39590.0,white,white,lexus financial services,32100.0,32100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Mitsubishi,Outlander,SE,SUV,automatic,ja4jt3aw5du020785,ca,39.0,36071.0,silver,black,avis rac/san leandro,14750.0,15000.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad9d5054379,ca,46.0,11757.0,black,black,kia motors america  inc,16050.0,16500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hb9dg004804,ca,42.0,20705.0,—,black,mercedes-benz financial services,26700.0,25750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a65dg171118,ca,44.0,24131.0,black,black,high bid trading co inc,21200.0,21250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap6dc903319,ca,2.0,38766.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,12850.0,12100.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap2dc275940,ca,44.0,44303.0,silver,black,enterprise vehicle exchange/orange,12550.0,13000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5dm715922,ca,36.0,36931.0,gray,black,nissan infiniti lt,21300.0,22250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9dc280391,ca,43.0,38974.0,silver,black,enterprise vehicle exchange/orange,12800.0,13600.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1c4hjweg8dl539625,ca,31.0,41173.0,black,black,avis corporation,27100.0,27000.0,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2013,Mazda,Mazda2,Sport,Hatchback,automatic,jm1de1kz8d0152764,ca,2.0,24252.0,black,black,exeter finance corp,9825.0,9100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap5dc205039,ca,4.0,37020.0,red,black,enterprise vehicle exchange/orange,13400.0,13600.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a3xd6124671,ca,28.0,31406.0,silver,black,primeritus remarketing/oregon comm credit,9775.0,8900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb8da832718,ca,45.0,20161.0,white,black,mercedes-benz financial services,23100.0,25000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a72dg248132,ca,22.0,14061.0,black,gray,kia motors finance,14150.0,11700.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap1dc259891,ca,37.0,47601.0,black,black,merchants leasing,12600.0,12200.0,Tue Dec 30 2014 16:00:00 GMT-0800 (PST)
2013,Mazda,Mazda2,Touring,Hatchback,automatic,jm1de1lz0d0160159,ca,35.0,44392.0,red,black,the hertz corporation,8475.0,8500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,M,M37,Sedan,automatic,jn1by1ap0dm513625,ca,46.0,10808.0,—,black,nissan north america inc.,33900.0,33500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad6d5055554,ca,42.0,19543.0,black,gray,kia motors america  inc,15900.0,16100.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,370Z,Base,Convertible,automatic,jn1az4fh8dm790096,ca,43.0,445.0,silver,black,nissan north america inc.,29800.0,28750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Soul,+,Wagon,automatic,kndjt2a60d7538561,ca,28.0,48270.0,black,black,exeter finance corp,11250.0,11000.0,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2013,Kia,Sorento,LX,SUV,automatic,5xyktda2xdg322880,ca,44.0,48050.0,silver,gray,kia motors america  inc -lemon law buybacks,15700.0,12750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
